CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
World,WLD,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,1960,29.468585627
World,WLD,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,1960,2.6094308799
World,WLD,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,1960,20.2600920257
World,WLD,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,8.6235539053
World,WLD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,810329.993
World,WLD,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,1960,19.1829432323
World,WLD,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,1960,2.9614903685
World,WLD,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,1960,3.0777318498
World,WLD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,17.7511148881
World,WLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,1960,9.404164629
World,WLD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1960,3040000000
World,WLD,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,1960,16.716146904
World,WLD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1960,12.2888347817
World,WLD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1960,158003773402.004
World,WLD,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1960,-0.1986787836
World,WLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,4.9850351623
World,WLD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1960,94.1345468013
World,WLD,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1960,9306229937747.93
World,WLD,GDP at market prices (current US$),NY.GDP.MKTP.CD,1960,1366615291769.51
World,WLD,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1960,3066.3328495294
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,1960,450.2894716608
World,WLD,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1960,13.6307322716
World,WLD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1960,194595260045.468
World,WLD,GNI (current US$),NY.GNP.MKTP.CD,1960,1352471980183.43
World,WLD,Gross domestic income (constant 2005 US$),NY.GDY.TOTL.KD,1960,31288568200663.4
World,WLD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1960,23.2498874926
World,WLD,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,1960,321660709109.466
World,WLD,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1960,1368292221756.7
World,WLD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1960,12.4875135652
World,WLD,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1960,159490644911.553
World,WLD,International migrant stock (% of population),SM.POP.TOTL.ZS,1960,2.6383284649
World,WLD,"International migrant stock, total",SM.POP.TOTL,1960,71877120
World,WLD,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1960,54.4950450049
World,WLD,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1960,50.5679598471
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1960,52.4998419338
World,WLD,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1960,124451177255.104
World,WLD,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1960,100750019000
World,WLD,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1960,9.3589044385
World,WLD,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1960,2.6404660033
World,WLD,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1960,4.7434591551
World,WLD,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1960,3.9411367257
World,WLD,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1960,2.7710565494
World,WLD,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1960,3.6160191692
World,WLD,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1960,17.7456839983
World,WLD,Merchandise exports to developing economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,1960,0.6012961645
World,WLD,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1960,3.9795883314
World,WLD,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1960,72.2941153986
World,WLD,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1960,130667059775.851
World,WLD,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1960,106532815000
World,WLD,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1960,8.4607752081
World,WLD,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1960,2.3548894301
World,WLD,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1960,4.6577751653
World,WLD,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1960,3.0907472031
World,WLD,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1960,1.9534825959
World,WLD,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1960,3.2294650245
World,WLD,Merchandise imports from developing economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1960,14.9879264901
World,WLD,Merchandise imports from developing economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,1960,0.5309058997
World,WLD,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1960,4.7135898925
World,WLD,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1960,76.0203924021
World,WLD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1960,17.5162779382
World,WLD,Mobile cellular subscriptions,IT.CEL.SETS,1960,0
World,WLD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0
World,WLD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1960,294.5494737052
World,WLD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1960,377.7499127293
World,WLD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1960,121.9
World,WLD,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,1960,182.7
World,WLD,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,1960,0.108
World,WLD,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,1960,82000000
World,WLD,"Net bilateral aid flows from DAC donors, Canada (current US$)",DC.DAC.CANL.CD,1960,48070000
World,WLD,"Net bilateral aid flows from DAC donors, Denmark (current US$)",DC.DAC.DNKL.CD,1960,660000
World,WLD,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,1960,3510000
World,WLD,"Net bilateral aid flows from DAC donors, France (current US$)",DC.DAC.FRAL.CD,1960,783600000
World,WLD,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,1960,241610000
World,WLD,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,1960,83830000
World,WLD,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,1960,77660000
World,WLD,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",DC.DAC.KORL.CD,1960,0
World,WLD,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",DC.DAC.NLDL.CD,1960,24500000
World,WLD,"Net bilateral aid flows from DAC donors, Norway (current US$)",DC.DAC.NORL.CD,1960,1170000
World,WLD,"Net bilateral aid flows from DAC donors, Portugal (current US$)",DC.DAC.PRTL.CD,1960,1080000
World,WLD,"Net bilateral aid flows from DAC donors, Sweden (current US$)",DC.DAC.SWEL.CD,1960,1000000
World,WLD,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",DC.DAC.CHEL.CD,1960,1700000
World,WLD,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,1960,4241440000.108
World,WLD,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",DC.DAC.GBRL.CD,1960,311050000
World,WLD,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,1960,2580000000
World,WLD,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1960,0.314564003
World,WLD,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1960,1.401789543
World,WLD,Net official development assistance and official aid received (constant 2012 US$),DT.ODA.ALLD.KD,1960,32944860000
World,WLD,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1960,4254390000
World,WLD,Net official development assistance received (constant 2012 US$),DT.ODA.ODAT.KD,1960,32944860000
World,WLD,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1960,4254390000
World,WLD,Number of infant deaths,SH.DTH.IMRT,1960,11933585
World,WLD,Number of under-five deaths,SH.DTH.MORT,1960,18083314
World,WLD,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1960,4.9850846991
World,WLD,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1960,17.6297830307
World,WLD,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1960,13.82162136
World,WLD,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1960,37.1215706018
World,WLD,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1960,57.8933446991
World,WLD,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1960,50.0021287308
World,WLD,"Population, total",SP.POP.TOTL,1960,3034970564
World,WLD,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1960,162097034.521917
World,WLD,Rural population,SP.RUR.TOTL,1960,2008824111
World,WLD,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,66.4423918754
World,WLD,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1960,52.2318572422
World,WLD,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1960,42.9623814392
World,WLD,Trade (% of GDP),NE.TRD.GNFS.ZS,1960,24.7763483469
World,WLD,Urban population,SP.URB.TOTL,1960,1014583174
World,WLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1960,33.5576081246
Afghanistan,AFG,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1960,145.321
Afghanistan,AFG,Age dependency ratio (% of working-age population),SP.POP.DPND,1960,81.7177255731
Afghanistan,AFG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1960,5.086253763
Afghanistan,AFG,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1960,76.6314718101
Afghanistan,AFG,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,40000000
Afghanistan,AFG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1960,51.276
Afghanistan,AFG,CO2 emissions (kt),EN.ATM.CO2E.KT,1960,414.371
Afghanistan,AFG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1960,0.046067875
Afghanistan,AFG,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1960,0
Afghanistan,AFG,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1960,0
Afghanistan,AFG,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1960,65.4867256637
Afghanistan,AFG,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1960,271.358
Afghanistan,AFG,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,30.9734513274
Afghanistan,AFG,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,128.345
Afghanistan,AFG,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,32.403
Afghanistan,AFG,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1960,45
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1960,4.1322332584
Afghanistan,AFG,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1960,1000000512
Afghanistan,AFG,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1960,22222233.6
Afghanistan,AFG,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1960,-2.8925602131
Afghanistan,AFG,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1960,-699999616
Afghanistan,AFG,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1960,-15555547.0222222
Afghanistan,AFG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,7.45
Afghanistan,AFG,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,1960,20999999488
Afghanistan,AFG,Final consumption expenditure (current US$),NE.CON.TOTL.CD,1960,466666655.288889
Afghanistan,AFG,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,1960,86.7768502938
Afghanistan,AFG,"Final consumption expenditure, etc. (current LCU)",NE.CON.TETC.CN,1960,20999999104
Afghanistan,AFG,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,1960,466666646.755556
Afghanistan,AFG,Fixed telephone subscriptions,IT.MLT.MAIN,1960,7700
Afghanistan,AFG,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1960,0.0877548881
Afghanistan,AFG,GDP (current LCU),NY.GDP.MKTP.CN,1960,24200001536
Afghanistan,AFG,GDP at market prices (current US$),NY.GDP.MKTP.CD,1960,537777811.911111
Afghanistan,AFG,GDP per capita (current LCU),NY.GDP.PCAP.CN,1960,2690.4456318228
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,1960,59.7876807072
Afghanistan,AFG,GNI (current LCU),NY.GNP.MKTP.CN,1960,24699998208
Afghanistan,AFG,GNI (current US$),NY.GNP.MKTP.CD,1960,548888849.066667
Afghanistan,AFG,GNI per capita (current LCU),NY.GNP.PCAP.CN,1960,2746.0329779685
Afghanistan,AFG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1960,16.1157099193
Afghanistan,AFG,Gross capital formation (current LCU),NE.GDI.TOTL.CN,1960,3900002048
Afghanistan,AFG,Gross capital formation (current US$),NE.GDI.TOTL.CD,1960,86666712.1777778
Afghanistan,AFG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,1960,13.2231497062
Afghanistan,AFG,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,1960,3200002432
Afghanistan,AFG,Gross domestic savings (current US$),NY.GDS.TOTL.CD,1960,71111165.1555556
Afghanistan,AFG,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,1960,102.8925602131
Afghanistan,AFG,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1960,24900001152
Afghanistan,AFG,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1960,553333358.933333
Afghanistan,AFG,Gross value added at factor cost (current LCU),NY.GDP.FCST.CN,1960,23800002560
Afghanistan,AFG,Gross value added at factor cost (current US$),NY.GDP.FCST.CD,1960,528888945.777778
Afghanistan,AFG,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,0.1706269979
Afghanistan,AFG,Household final consumption expenditure (current LCU),NE.CON.PRVT.CN,1960,20999999488
Afghanistan,AFG,Household final consumption expenditure (current US$),NE.CON.PRVT.CD,1960,466666655.288889
Afghanistan,AFG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1960,7.0247934715
Afghanistan,AFG,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1960,1700000128
Afghanistan,AFG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1960,37777780.6222222
Afghanistan,AFG,International migrant stock (% of population),SM.POP.TOTL.ZS,1960,0.5166099987
Afghanistan,AFG,"International migrant stock, total",SM.POP.TOTL,1960,46468
Afghanistan,AFG,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1960,33.105
Afghanistan,AFG,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1960,31.589
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1960,32.3285121951
Afghanistan,AFG,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1960,50000000
Afghanistan,AFG,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1960,49900000
Afghanistan,AFG,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1960,30.2605210421
Afghanistan,AFG,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1960,0
Afghanistan,AFG,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1960,0
Afghanistan,AFG,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1960,23.246492986
Afghanistan,AFG,Merchandise exports to developing economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,1960,23.246492986
Afghanistan,AFG,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1960,0
Afghanistan,AFG,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1960,46.4929859719
Afghanistan,AFG,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1960,87000000
Afghanistan,AFG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1960,25.4752049946
Afghanistan,AFG,Mobile cellular subscriptions,IT.CEL.SETS,1960,0
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0
Afghanistan,AFG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1960,551.121
Afghanistan,AFG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1960,604.597
Afghanistan,AFG,"Net bilateral aid flows from DAC donors, Germany (current US$)",DC.DAC.DEUL.CD,1960,650000
Afghanistan,AFG,"Net bilateral aid flows from DAC donors, Italy (current US$)",DC.DAC.ITAL.CD,1960,10000
Afghanistan,AFG,"Net bilateral aid flows from DAC donors, Japan (current US$)",DC.DAC.JPNL.CD,1960,10000
Afghanistan,AFG,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,1960,15670000
Afghanistan,AFG,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,1960,15000000
Afghanistan,AFG,Net income from abroad (current LCU),NY.GSR.NFCY.CN,1960,499996672
Afghanistan,AFG,Net income from abroad (current US$),NY.GSR.NFCY.CD,1960,11111037.1555556
Afghanistan,AFG,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1960,3.1299597413
Afghanistan,AFG,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,1960,19.8230665134
Afghanistan,AFG,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1960,1.9099939265
Afghanistan,AFG,Net official development assistance and official aid received (constant 2012 US$),DT.ODA.ALLD.KD,1960,109810000
Afghanistan,AFG,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1960,17180000
Afghanistan,AFG,Net official development assistance received (constant 2012 US$),DT.ODA.ODAT.KD,1960,109810000
Afghanistan,AFG,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1960,17180000
Afghanistan,AFG,Net taxes on products (current LCU),NY.TAX.NIND.CN,1960,400000000
Afghanistan,AFG,Net taxes on products (current US$),NY.TAX.NIND.CD,1960,8888888.88888889
Afghanistan,AFG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1960,193.9050094339
Afghanistan,AFG,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1960,0.0348442495
Afghanistan,AFG,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1960,2.7989860356
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,1960,1.8136768792
Afghanistan,AFG,Population in largest city,EN.URB.LCTY,1960,285352
Afghanistan,AFG,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1960,38.5891364262
Afghanistan,AFG,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1960,285352
Afghanistan,AFG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1960,3.1724131951
Afghanistan,AFG,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1960,42.1706091513
Afghanistan,AFG,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1960,55.0304048131
Afghanistan,AFG,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1960,48.306614727
Afghanistan,AFG,"Population, total",SP.POP.TOTL,1960,8994793
Afghanistan,AFG,Rural population,SP.RUR.TOTL,1960,8255331
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,91.779
Afghanistan,AFG,Rural population growth (annual %),SP.RUR.TOTL.ZG,1960,1.5112289351
Afghanistan,AFG,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1960,21.17069
Afghanistan,AFG,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1960,17.59371
Afghanistan,AFG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1960,50690799.998857
Afghanistan,AFG,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1960,10000000
Afghanistan,AFG,Trade (% of GDP),NE.TRD.GNFS.ZS,1960,11.1570267299
Afghanistan,AFG,Urban population,SP.URB.TOTL,1960,739462
Afghanistan,AFG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1960,8.221
Afghanistan,AFG,Urban population growth (annual %),SP.URB.GROW,1960,5.2538074226
Albania,ALB,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1960,54.4408
Albania,ALB,Age dependency ratio (% of working-age population),SP.POP.DPND,1960,83.706330039
Albania,ALB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1960,9.9391946286
Albania,ALB,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1960,73.7671354104
Albania,ALB,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,62000000
Albania,ALB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1960,42.24
Albania,ALB,CO2 emissions (kt),EN.ATM.CO2E.KT,1960,2024.184
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1960,1.2581949279
Albania,ALB,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1960,4.1666666667
Albania,ALB,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1960,84.341
Albania,ALB,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1960,77.8985507246
Albania,ALB,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1960,1576.81
Albania,ALB,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,16.1231884058
Albania,ALB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,326.363
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,11.377
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,6.186
Albania,ALB,Fixed telephone subscriptions,IT.MLT.MAIN,1960,6845
Albania,ALB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,1960,0.4228365071
Albania,ALB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,5.1026759148
Albania,ALB,International migrant stock (% of population),SM.POP.TOTL.ZS,1960,3.039594729
Albania,ALB,"International migrant stock, total",SM.POP.TOTL,1960,48901
Albania,ALB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1960,63.247
Albania,ALB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1960,61.309
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1960,62.2543658537
Albania,ALB,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1960,49000000
Albania,ALB,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1960,81000000
Albania,ALB,Mobile cellular subscriptions,IT.CEL.SETS,1960,0
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0
Albania,ALB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1960,151.0588
Albania,ALB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1960,160.4806
Albania,ALB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1960,0.2762912214
Albania,ALB,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1960,5.4103959894
Albania,ALB,Population growth (annual %),SP.POP.GROW,1960,3.0154230593
Albania,ALB,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1960,40.1549093123
Albania,ALB,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1960,54.4346946983
Albania,ALB,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1960,48.5203422381
Albania,ALB,"Population, total",SP.POP.TOTL,1960,1608800
Albania,ALB,Rural population,SP.RUR.TOTL,1960,1114818
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,69.295
Albania,ALB,Rural population growth (annual %),SP.RUR.TOTL.ZG,1960,1.9803380783
Albania,ALB,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1960,68.06445
Albania,ALB,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1960,64.94699
Albania,ALB,Urban population,SP.URB.TOTL,1960,493982
Albania,ALB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1960,30.705
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,1960,5.39154054
Algeria,DZA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1960,123.8892
Algeria,DZA,Age dependency ratio (% of working-age population),SP.POP.DPND,1960,91.4251703572
Algeria,DZA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1960,6.1661356036
Algeria,DZA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1960,85.2590347535
Algeria,DZA,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,1960,1915337938.96467
Algeria,DZA,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,1960,8397254700
Algeria,DZA,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,1960,2498526500
Algeria,DZA,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,1960,506079900.136773
Algeria,DZA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1960,49.671
Algeria,DZA,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,1960,0.3093913816
